title,alt_title,type,description,genre,author,artist,rate,image,released
The Redemption of Earl Nottingham,"구원 방정식, Salvation Equation",manga,"Is my cursed husband's fate up to me?
Madelyn's husband Ian was left broken after the war, and in turn, made her life a living hell. Fleeing her doomed marriage, she meets a tragic end. But when she opens her eyes, she finds herself at 17 again. The war has yet to start, and Madelyn can still change her fate. But what about Ian?","Reincarnation, Psychological, Long Strip, Adaptation",boem1800,Surreuk Comics (스르륵코믹스),9.0,https://mangadex.org/covers/6235180c-c8e9-455a-b953-4ee068056ded/4f733b9b-714b-442e-b358-a8e88684b937.png,2023
Regas,레가스,manga,"In this kingdom, the power of the dragon is passed down through the royal bloodline, and these royal family members require the special help of dragon tamers, otherwise known as the ""Regas."" However, the current prince’s blood bears the markings of an extremely powerful dragon’s might. While everyone feared and avoided the aggressive young prince, Abel, a man trained in the traditional ways of the Regas, approaches him and teaches him about the world little by little. Will the young prince finally be able to open up his heart to this Regas and gain control of his powers amidst all the political strife…?","Long Strip, Boys' Love, Adventure, Drama, Fantasy, Web Comic, Full Color",Ikkeot,Daengmeong,1.0,https://mangadex.org/covers/edc264f8-c3c1-4a04-887a-f974186171ca/f43866d4-cfc5-4d7c-9edb-429ca215be6c.jpg,2023
Mou Ichido Aetara Kimi to... (Kakure) Shuuchaku-kei Danshi no Amai Dokusen Yoku,"もう一度会えたらキミと… （隠れ）執着系男子の甘い独占欲, 如果能與你再次相遇…, 如果能与你再次相遇…",manga,"「あの時からずっと触れたかった」
再会したばかりなのに、繊細に触れる長い指先も、
囁かれる甘い言葉もどうして私に優しいの…？
私は、あんなにひどいことをしたのにーー…。

母親がケガをしたと聞いて急いで病院に向かう玲。
主治医はなんと学生時代の後輩・北村椰々だった。
さらに驚くことに実家のお弁当屋が休業の間、
忙しく働いている椰々の家で家政婦をすることに!?

男性が少し苦手な玲が、唯一心を許せる相手だとは思っていたけれど、
なぜか気づけばベッドを横で椰々が寝ていて!?!?

【片想いこじらせ医者】×【異性が苦手女子】
本の隙間に挟んだまま、忘れてしまった花びらを見つけたように、
今もう一度始まる、忘れられない青春時代の恋。",Romance,crow,crow,8.5,https://mangadex.org/covers/3239c01c-bc2d-4d19-8bcc-f621d2e94617/7a55594e-685a-4505-b211-b56624053642.jpg,2023
Shameless School,"ハレンチ学園, 破廉恥學園, 파렴치 학원",manga,"The first ecchi in history.

Beginning in the first issue of Weekly Shonen Jump (ch 2). The nature of the content is very extreme with both teachers and students being involved in perverted situations. Over the publication, Go Nagai included more extreme content at the encouragement of his editor. As the manga continued its serialization, it garnered more and more controversy from parents. As a result, the Jump Editorial Dept. decided to cancel the serial. 

Nagai, in response to the controversy, decided to end off the manga [End of part 1] with the very infamous ""Harenchi War"" (Shameless War) arc.

_(spoiler)
The arc kills off the majority of the cast in a very gory and disturbing manner and remains a very infamous arc to this day._


Shameless School is controversial in Japan even today and is regarded as a ""traumatic work"" by several news publications.

The manga consists of 3 parts, with the last left unfinished due to the cancellation. + last volume includes 3 chapters backstory arc for Bearded Godzilla.","Sci-Fi, Loli, Monsters, Action, Romance, Ninja, Comedy, Crime, Survival, Sports, Martial Arts, Samurai, Adventure, Sexual Violence, Crossdressing, Harem, Military, Gore, Drama, School Life, Fantasy, Delinquents, Shota, Slice of Life, Supernatural, Tragedy",Nagai Go,Dynamic Pro,5.0,https://mangadex.org/covers/4dde1161-3101-4dbb-aaba-ff3a84219cba/2df6953c-08c2-44ff-84b3-11f064e870d7.jpg,1968
Atsumare! Fushigi Kenkyu-bu,"Assemble! Mysterious Research Club, ¡Reúnanse! Club de Investigaciones Misteriosas, Все сюда! Таинственный клуб исследований, あつまれ！ふしぎ研究部, 聚集！不可思議研究部, 聚集！不可思议研究部, 모여라! 불가사의 연구부",manga,"Goryo Daisuke is still unsure about which club to join. When he meets the three girl members of Mysterious Research Club while looking for the school's warehouse, he gets hypnotized to sign the registration form. Suzu who is obsessed with scary curses, Chiaki who only relies on her monstrous strength to perform dangerous magic tricks, and Kotone who can control people by hypnosis.","Romance, Comedy, Harem, School Life, Slice of Life, Supernatural",Anbe Masahiro,Anbe Masahiro,8.7968,https://mangadex.org/covers/37cbe8a9-4a2f-4e71-a8c8-c33be7aee3cc/cc6593ad-a85c-4fe8-89d7-5a96d17b2348.jpg,2016
Nerd Project,"너드 프로젝트, 宅男计划",manga,"Luke is having a rough time in college, and his breakup with his girlfriend Stacy is not helping. This is all because of that nerdy stud, Andrew! If only Stacy didn’t obsess over Andrew’s dorky charms, then Luke wouldn’t have had to break their relationship off! To make matters worse, Luke is then forced to live in the same dorm room as Andrew! But with nowhere else to go and no money to his name, Luke resolves to make it his project to befriend Andrew, whether the nerd likes it or not!","Long Strip, Boys' Love, Drama, School Life, Full Color",Geu Jyeo (그져),Geu Jyeo (그져),7.9333,https://mangadex.org/covers/8a74822e-0f3f-4d6b-93a8-a441a350dee6/a958916a-b875-4848-b0f1-828f22224445.png,2023
One Night of a 19 Year Old Friendship,19년지기의 하룻밤,manga,"“What’s wrong? Are you nervous?”

A warm hand caressed my cheek.

“It looks like you’ll start crying any moment now if you if I went any further.”  He murmured in a low voice.  “Well, shall we put that to the test?”  He snaked his hand across my waist and pulled me in.
The moment our bodies touched, my breath caught in my throat.

“Lately,”

“Our relationship has become a little strange.”  His whisper wrapped around the shell of my ear perilously.

The water inside the pot had started boiling, but neither of us dared to move.

We merely stayed in place, facing each other.


For 19 years, under our status as friends,

The once indifferent man has slowly became heated over time,

Until he has transformed into a man consumed by infatuation in the course of one month.","Long Strip, Romance, Drama, Web Comic, Full Color",Jjunqueen (쩐퀸),Mocana (모카나),8.4444,https://mangadex.org/covers/7c349aee-97f1-4752-9109-b7cd27a18e1a/c8a15d67-72ec-4949-bf21-31a284dc37df.jpg,2024
Profundis,"프로푼디스, Profundo",manga,,"Long Strip, Boys' Love, Sexual Violence, Web Comic, Adaptation",Ize,Joeun (초은),7.6333,https://mangadex.org/covers/2fd2c342-278b-473e-a8e0-bc490d7533c8/c12e65b9-6b7c-40d9-b0ec-23c2c290a03e.png,-
Troll Trap,"Троллья ловушка, 트롤트랩",manga,"Have you ever noticed that someone you knew is no longer themselves? The subtle changes they show that indicate that they are no longer… human? Join hunters Ha-Te, Sul-bak and their part-time partner Ji-Hyun Kang on their adventure of hunting trolls to save humanity!","Action, Long Strip, School Life, Fantasy, Web Comic, Full Color",Lee Won-Seek (U.bi),Lee Won-Seek (U.bi),7.8859,https://mangadex.org/covers/6b954e8c-3b97-49ad-bd39-2731d46a0aa5/fb30be35-aa31-4890-a550-cf674351c7d6.jpg,2017
Nick & Lever,"ニックとレバー, Nick and Lever, Ник и Левер, Nick y Lever",manga,"The story of two foreign men living in Japan.

(from ebookjapan):

Nick, with his stylish hair, and Lever, with his dazzling eyes behind his sunglasses, are a HOT & CRAZY foreign duo who will face any obstacles that come their way! 

The genius Kyogoro Miyata, who wastes no time in drawing, unleashes a shocking high-speed manga. Nick and Lever are finally here!","Comedy, Crime, Adventure, Drama, Slice of Life",Miyata Kyougorou,Miyata Kyougorou,9.505,https://mangadex.org/covers/5896e05d-3900-4947-baf8-403a9d8fa5ec/b06b0714-d877-47af-845b-cf97d8a59dd8.jpg,2020
Wonder Cat Kyuu-chan,"Wondercat Kyuu-chan, Чудесный котик Кю, ふしぎねこのきゅーちゃん",manga,"There’s more to this kitty than meets the eye! Kyuu-chan loves snacks, cuddles, and bow ties, but most of all loves Hinata, the young professional who adopted this mischievous wonder cat into his home.

As the two adjust to life together, they discover that they have a lot to learn from each other.

The ordinary and the extraordinary live side by side in this delightful slice-of-life manga!

---

- **[Official English license announcement](https://sevenseasentertainment.com/2020/08/28/seven-seas-isnt-kitten-around-with-license-of-wondercat-kyuu-chan-manga-series/)**

- **[ManiManiTV YouTube channel](https://www.youtube.com/c/ManiManiTV/videos/), Official Kyuu-chan motion comic videos:** [#1,](https://www.youtube.com/watch?v=zCBZUbEbI-w) [#2,](https://www.youtube.com/watch?v=wSJURvGO494) [#3](https://www.youtube.com/watch?v=ytJbXHsqikw)…","Animals, Comedy, Office Workers, 4-Koma, Web Comic, Slice of Life, Full Color",Nitori Sasami,Nitori Sasami,9.3795,https://mangadex.org/covers/5b2c7a03-ca53-43f0-abc8-031c0c136ae6/07917c0d-dd8d-47b7-92b8-ac833c0636ac.jpg,-
Koiseyo Mayakashi Tenshi-domo,"恋せよまやかし天使ども, Fall in Love, You False Angels",manga,"Otogi Katsura has had a reputation for being a beautiful girl at school since she entered the school. She is also named president of the class committee, but the vice president, Ichi (Ninomae), is also reputed to be a pretty boy. Unlike her public face, Otogi Katsura is an outspoken character and a martial artist in her own right. She is attracted to the perfect Ichi, who is also perfect on the inside, but she wonders if he also has a dark side.","Romance, Comedy, School Life, Slice of Life",Uzuki Coco,Uzuki Coco,8.9143,https://mangadex.org/covers/f6aebf39-07b8-4959-ba73-fa852b96913b/adfa59a2-ffcd-41a4-92d4-f27c27d8498d.jpg,2023
Monster Onna Kanbu wa Osanaki Yuusha wo Dekiaisuru,"モンスター女幹部は幼き勇者を溺愛する, Monster Female Executive Dotes on Young Heroes, Девушка-монстр-руководитель по уши влюбилась в юного героя",manga,"When a young hero appears, Arachne is ordered to hunt him down, and is moved by the hero's attitude and falls in love with him. On the contrary, she wants to use the power of the young hero to become the strongest demon... A reversal story of Arachne and the young hero who were trying to entangle each other but were entangled in love!?","Monsters, Action, Romance, Comedy, Adventure, Harem, Fantasy, Monster Girls, Shota",Hachimine Yu,Hachimine Yu,9.5,https://mangadex.org/covers/349fdc3a-9a3f-4a1a-80ff-d1acf61d11d1/616b4d02-d25c-4874-8873-157193a44357.jpg,2024
SHY,"Tímida, Стесняшка, シャイ",manga,"In the middle of the 21st century, the world was on the brink of World War III. But superheroes from across the globe appeared and helped bring an era of peace. With the crisis averted, the Heroes returned to their home countries where they now help with domestic matters. This is the story about the young Japanese heroine named ""Shy""…","Sci-Fi, Action, Ninja, Comedy, Superhero, Drama, Supernatural, Mystery",Miki Bukimi,Miki Bukimi,8.403,https://mangadex.org/covers/4809bb6c-1af2-41c5-9291-983027602d7f/6165bf16-82af-4c8a-86ab-f70355158bc5.jpg,2019
That One Classmate Makes Me Question My Own Masculinity,,manga,"Just a story of a strong boy and an even stronger girl. Everyone want to be protected, right?","Romance, Comedy, Self-Published, School Life, Web Comic, Slice of Life",WhjteDFly,WhjteDFly,8.2069,https://mangadex.org/covers/03c58f34-412f-4459-a76e-db0093b4a422/34705b3f-befb-4120-935a-7e3c179078d5.png,2024
Devilman Saga,"デビルマンサーガ, 惡魔人SAGA",manga,"Set in 2025, a roboticist named Fudou Yuuki joins a project involving a large mural depicting humanity's true past as well as the ancient but advanced technology found in Antarctica.","Sci-Fi, Monsters, Action, Demons, Psychological, Mecha, Adventure, Office Workers, Sexual Violence, Gore, Drama, Horror, Fantasy, Monster Girls, Supernatural, Tragedy",Nagai Go,Dynamic Pro,7.2041,https://mangadex.org/covers/c3e2adca-1053-4295-8d4c-feea5f02745c/886e36c6-6ea9-4936-b9a9-1341fe8efa8c.jpg,2014
Knight Run,"Эпоха Рыцарей, 나이트런",manga,"During the era of space exploration, mankind is at war against monsters of unknown origin. The battle is grim, and the future looks bleak. Amidst the chaos, mankind plays their last hand. It's time for the Knights to step into the fray and turn the tide of this war.","Sci-Fi, Monsters, Action, Psychological, Long Strip, Romance, Mecha, Martial Arts, Adventure, Military, Philosophical, Gore, Drama, Fantasy, Web Comic, Aliens, Supernatural, Full Color, Tragedy",Kim Sung-Min,Kim Sung-Min,8.423,https://mangadex.org/covers/be06d561-1670-4f1e-a491-0608ba35ce00/f0984067-7d70-409f-8f91-489730328aa8.png,2009
The Villain's Beloved Daughter,"악당의 소중한 따님, Akdangi Sojunghan Ttanim, The Villain's Precious Daughter, La preciosa hija del villano, Драгоценная дочь злодея, 悪党公爵の愛娘, 恶人奶爸的宝贝女儿, 恶棍的宝贝女儿, 惡徒的寶貝女兒",manga,"My name is Rosaria von Valencia, but I didn't always have this name. According to a book I read, I'm supposed to be murdered in place of the saint, Cordelia, just because I look like her. I decided to run away to avoid ever meeting my future killer, Duke Valencia, but ended up running into him as he was on the brink of death. After I saved him in the hopes of being spared, he adopted me as his daughter! Now that my new dad's spoiling me with love, does this mean I'll get to live until the end?

---
It's already unfair that I suffered greatly because I closely resembled the saint, but why did the villain kill me without any mercy at all? No, actually, it said in the book that I was really bound to die. 'My life is already ruined. Of all things, why do I have to be the one to die a ridiculous death?' There's still hope! I haven't met any of the characters yet so I'll just run away! But why did the villain collapse in front of me...?

With a lot of effort, I barely saved the life of the villain who was on the brink of death. But now he's saying that he wanted to adopt me as his daughter and raise me to be a saint?! Just like that, I decided to become his daughter for a few days before leaving quietly.

""My daughter is a genius. There's no child who is more angelic in this world other than my daughter.""

...I think I have coaxed my dad too well. Even the guys who originally followed the real saint started to pay attention to me. What went wrong? Aren't you guys supposed to hate me?!

---
**Original Web Novel:** [KakaoPage](https://page.kakao.com/content/55069889), [Naver](https://series.naver.com/novel/detail.series?productNo=8231327), [RidiBooks](https://ridibooks.com/books/3885006486)

[Original Webtoon](https://page.kakao.com/content/59664271)

**Official Translations:**
* [English](https://tapas.io/series/the-villains-beloved-daughter/info)
* [Chinese (Simplified) / ](https://pdt.tencentac.com/?adtag=appshare.ios.detail%26QQ%26344&contentId=344&platform=IA)
* [Chinese (Traditional) / 漢語](https://tw.kakaowebtoon.com/content/%E6%83%A1%E5%BE%92%E7%9A%84%E5%AF%B6%E8%B2%9D%E5%A5%B3%E5%85%92/336)
* [French / Français](https://fr.piccoma.com/fr/product/1064)
* [Indonesian / Bahasa Indonesia](https://id.kakaowebtoon.com/content/The-Villain%E2%80%99s-Beloved-Daughter/582)
* [Japanese / 日本語](https://piccoma.com/web/product/115994)
* [Thai / ภาษาไทย](https://th.kakaowebtoon.com/content/%E0%B8%9A%E0%B8%B8%E0%B8%95%E0%B8%A3%E0%B8%AA%E0%B8%B2%E0%B8%A7%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%A5%E0%B9%89%E0%B8%B3%E0%B8%84%E0%B9%88%E0%B8%B2%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%A7%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A2/392)","Long Strip, Romance, Magic, Drama, Fantasy, Web Comic, Adaptation, Full Color",Yoon On,I-Ring,8.5373,https://mangadex.org/covers/ea2e8598-c9f9-4555-aedc-285d0fe920dc/afa032f1-5939-41d4-ba0d-33e4a3a34064.png,2022
Uzugami,渦神 - 分裂増殖人間,manga,"Satoru Takeichi, also known as Ichigo, works at a sawmill. 

While working, he got into a mechanical problem and ended up having the first joint of his right little finger amputated. He and other employees searched for the cut off part, but couldn't find it. 

Ichigo goes straight to the hospital and receives treatment. However, when he returned to his apartment after being hospitalized for a few days, he found another version of him... 

From there, a strange shared life with another [Himself] begins...","Thriller, Psychological, Crime, Gore, Drama, Horror, Police, Slice of Life, Aliens, Supernatural",Mitsuru Oshiro,Takami Yamaguchi,8.0,https://mangadex.org/covers/cba1a19d-b433-4f4c-a988-8608fef3f955/6211ad36-65cb-4c4b-955e-f06972c57608.jpg,2024
Fate/Grand Order - Daily Chaldea (Doujinshi),Daily Chaldea,manga,"Daily Chaldea is an unofficial daily slice-of-life fancomic created using art assets from the game Fate/Grand Order and building upon the existing lore of the franchise.

The story follows the adventures of genderswapping protagonist Ritsuka Fujimaru and the many Servants they've summoned, with the tone ranging from comedic to philosophical. The comic is 'live' with the NA server of Fate/Grand Order, with new characters appearing in the comic around the time they appear in the game and comics often referencing recent events in the game.

Enjoyment of this comic relies heavily upon the reader's familiarity with the game and its characters, so the author recommends playing Fate/Grand Order before reading this comic.

---

This comic is being uploaded to MangaDex by reader request and with the approval of MangaDex staff. All art is copyright TYPE-Moon / FGO Project, Aniplex Inc., Lasengle, and other copyright holders as appropriate. This comic is not for profit (through ad revenue or otherwise).

Some early use the original white backgrounds. Later comics have darker backgrounds and additional art assets for improved quality.","Self-Published, Doujinshi, Web Comic, Slice of Life",Rednal,Aniplex Inc.,6.4253,https://mangadex.org/covers/ccb654fd-d4de-44d1-a9c1-f58ba34f3510/2d382969-ce9d-4027-9b5c-94526c8876c6.jpg,2019
"During the Live Streaming, I Proposed to a Female Ghost - And She Actually Agreed?!","直播整活，我向女鬼求婚——她居然真答应了？！, During the Live Broadcast, I Proposed to a Female Spirit - And She Said Yes?!, I Proposed to a Ghost Girl During the Livestreaming - And She Actually Agree?!",manga,"For the sake of the show’s effect, Fang Ning invited a cheap drama crew to prepare for an overnight live broadcast at the Princess Tomb. However, unexpectedly, something happened midway through the live broadcast – Fang Ning mistook a female ghost for a cast actress and proposed to her directly! Now, what should he do if she takes it seriously?!","Ghosts, Long Strip, Romance, Comedy, Drama, Web Comic, Supernatural, Full Color",创星漫艺工作室,创星漫艺工作室,7.9231,https://mangadex.org/covers/1b3d94a9-7d30-482d-9f11-4bd0a69608bb/012fd917-a1ca-4b88-975a-2d1204ebe0a9.jpg,2023
Isekai Raku Raku Survival: Seizon Skill Tsuwamono no Ore ga Bishoujo Shiri to Kurasu Mujintou Seikatsu,"異世界らくらくサバイバル～生存スキル強者の俺が美少女四人と暮らす無人島生活～, Easy Survival in Another World: With My Robust Survival Skills, I’ll Live on an Uninhabited Island With Four Beautiful Girls",manga,"More than ten years have passed since a means of transporting individuals from Earth to another world was developed. High school student Kakeru Satomi was taught survival techniques and wisdom by his mountain-dwelling grandfather. Kakeru was sent to another world together with 100 other adventurers of the same age in order to take part in a training program to become an adventurer, but the portal device that linked Earth and the other world vanished right after their transfer...!

With the way back to Earth blocked, thus began a dangerous life of survival on an uninhabited island in another world!!","Action, Romance, Comedy, Survival, Adventure, Harem, Isekai, Fantasy, Web Comic, Adaptation",Ayano (絢乃),Hijiribashi Ran,6.8364,https://mangadex.org/covers/9b12ac90-9407-4fe8-9de8-c8f4fe65df6f/dccca267-4e09-4018-a3a9-a7e36a17656c.jpg,2023
Drunken D-Rank Pulls Out the Legendary Sword,"Заброшенный геройский дар, 万年Dランクの中年冒険者、酔った勢いで伝説の剣を引っこ抜く, Eternal D-Ranked Middle-aged Adventurer, Pulls Out the Legendary Sword While Drunk.",manga,"Lucas has a hard life. In his mid-thirties, a mixture of failures has left him old and crippled, playing pack mule to a couple of young adventures. Then one day, he pulls a magic sword from a stone that tells him he has been chosen to become a hero. Given a youthful form, Lucas must use the power of the sword to vanquish evil and attain a massive harem.","Action, Comedy, Harem, Fantasy, Adaptation",Kuzu Shichio,Heiro,6.7211,https://mangadex.org/covers/12ebedc6-43ba-4554-8746-f3b6d43ad542/2f91437f-1a98-4dfd-b9c0-c62b66ae5721.jpg,2018
Yomekura,"ヨメクラ, 新娘特别班, Bridal Class, Yomekura - A Class-ful of Wives!",manga,"Before she died, Taga Reiji's mother made arrangements to ensure her son would not be alone. What Taga did not know about these ""arrangements"" was that he would be enrolled in a special class at the school his mother founded where prospective fiance candidates would all vie for his hand in marriage. How will Taga's new life of constantly being surrounded by girls unfold and will he be able to choose just one?","Romance, Comedy, Harem, School Life",Chiaki Tarou,Chiaki Tarou,6.449,https://mangadex.org/covers/b80ee683-85a7-48ab-b57a-c9a3316653fe/af625e44-5c85-470b-a265-6ce5f2e30c6e.jpg,2015
Seijo no Maryoku wa Bannou desu: Mou Hitori no Seijo,"聖女の魔力は万能です ～もう一人の聖女～, The Saint's Magic Power Is Omnipotent: The Other Saint, The Power of the Saint is All Around: The Other Saint",manga,"Aira Misono is a run-of-the-mill high school girl, and never imagined that she’d be summoned to another world, let alone declared its savior. Yet from the moment the handsome Prince Kyle lays eyes on her, he’s convinced that she’s the long-awaited Holy Saint destined to banish darkness from his world. Aira herself maintains significant doubts. Is she really up to this challenge? She might be able to use magic, but is she really a Saint? Aira’s fears and struggles only deepen when the woman summoned alongside her begins to look more and more like the one who truly deserves that title.","Magic, Isekai, Drama, Fantasy",Tachibana Yuka,Aoagu,7.4308,https://mangadex.org/covers/3b001f9b-47bf-4b5e-8476-80d9b193e373/fb1e9527-075a-4cf9-8c27-268fb8a8cb1d.jpg,2020
Beauty and the Beasts,悠哉兽世：种种田，生生崽精品,manga,"As soon as she fell into the world of beastmen, a leopard forcibly took her back to his home. Indeed, Bai Jingjing is at a complete and utter loss. The males in this world are all handsome beyond compare, while the women are all so horrid that even the gods shudder at their sight. As a first-rate girl from the modern world (she's even a quarter Russian) Bai Jingjing finds herself sitting at the center of a harem filled with beautiful men – at the very peak of existence.","Animals, Long Strip, Romance, Reverse Harem, Isekai, Drama, Fantasy, Web Comic, Adaptation, Full Color",Yuewen Manhua (阅文漫画),Yuewen Manhua (阅文漫画),7.1789,https://mangadex.org/covers/50006d88-9084-4ad9-a709-f8712e347583/67a20938-d30f-4ad9-ba59-8bc8e0ae5922.jpg,2018
Otokojuku Gaiden - Date Omito,"Otoko Juku Gaiden Date Omito, Otokojuku Gaiden: Date Omito, Otokojyuku Gaiden Date Omito",manga,A spin-off of Sakigake!! Otokojuku focusing on Date Omito.,"Action, Martial Arts",Miyashita Akira,Omatsu Chiwa,8.0,https://mangadex.org/covers/a37158c0-3499-4684-9538-25967fde6e79/ef71a63d-94d5-4d5f-8c1f-d5a639f1ee56.png,2014
Oyaji to Nyankichi,"オヤジとにゃん吉, Old Man and Nyankichi",manga,"Hisahide Matsukata, ex-leader of the Yakuza's Onikaku clan, resigned his position to live alone for the rest of his life...  Until a stray cat showed up at his house! His daily life, which was completely peaceful, turned completely upside down and he was completely at the mercy of the cat's unpredictable behavior! Now, every day is as noisy as it was when he was in the yakuza!!!","Animals, Comedy, Delinquents, Slice of Life",Katakura Yori,Katakura Yori,8.8667,https://mangadex.org/covers/231a5d96-583b-4c58-97fd-5ac1396be737/53bbaa6b-8a2a-45c1-9ff7-fd172d9e94a6.jpg,2022
Tameshi ni Komando Itte mita,ためしにコマンド言ってみた,manga,"“Masa, kneel.” Select shop owner Masa’s current crush is his best friend, Oto, a fashion model.
They’re both high-ranking doms who attract a lot of attention when they walk the streets. Oto has been feeling under the weather lately, since he was dumped by his sub partner… At the same time, Masa has been building good relationships with three partners.
Feeling that his commands are too forceful and scary, Oto asks Masa for advice, but then Oto jokingly commands Masa to kneel down…?!","Romance, Boys' Love",Yukue Moegi,Yukue Moegi,8.1724,https://mangadex.org/covers/91e53abe-9ed2-46e3-af0d-2394457dd314/5cf04245-a7b6-44c9-a6ba-36b1c7f32e86.png,2023
Ossan Teihen Chiyu-shi to Manasume no Henkyou Life,"おっさん底辺治癒士と愛娘の辺境ライフ ～中年男が回復スキルに覚醒して、英雄へ成り上がる～, The Frontier Life of The Low-Class Ossan Healer And The Lovely Girl, The Frontier Life of the Low-Class Old Man Healer and His Beloved Daughter, Old Man, the Low-tier Healer, and the Beloved Daughter's Frontier Life ~A Middle-aged Man Awakens to Healing Skills and Rises to Become a Hero~",manga,"F-rank healer, Reda Dixon (30), is expelled from his party due to his age. Heartbroken, Reda decides on a change of pace by moving to the rural town of Almus. On his journey there, he encounters a blonde-haired girl named Mina, who is dressed in ragged clothes. With no parents in sight, the kind-hearted Reda decides to become her guardian. In Almus, Reda, who starts a new life with the girl, becomes known as ""Teacher"" by the townspeople, thanks to his unconsciously cheat-level 『Healing Magic』! Together, they solve various troubles and deepen their family bonds.","Action, Comedy, Adventure, Magic, Harem, Fantasy, Adaptation",Iida Eisei,Migaku Kuga,6.25,https://mangadex.org/covers/f2d8a9aa-3617-4034-91bf-05c494fd7516/f803e56e-3f59-40f8-8c48-7ae2c2147ca1.jpg,2020
"Futago Matomete ""Kanojo"" ni Shinai?","双子まとめて『カノジョ』にしない?, Why Don't You Make the Twins Your ""Girlfriend"" Together?, ¿Por qué no juntar a las gemelas y convertirlas en una novia?",manga,"Usami is a beautiful classmate with good morals and top grades. At school, she views Sakuto as her rival. But when he bumps into her after school, he sees a different side of her. She was playing at an arcade after classes, and she had this innocent smile that one couldn't imagine on her at school.

For the sake of getting along with her, he gets close to her at school and then plays together with her after school. They each have their places where they can deepen their bonds, and at last...

This is the start of a heart-warming love triangle romcom!

---

**Links:** 
- [Official LN (JP)](https://fantasiabunko.jp/special/202311futago)","Romance, Comedy, Drama, School Life, Slice of Life, Adaptation",Shirai Muku,Ameiro Miso,8.1407,https://mangadex.org/covers/74ad3ad0-41e2-4919-a3dd-e5061c3444da/e5121059-4937-42cb-a956-8d8bcfda44d3.png,2024
Reader,"Читатель, 리더-읽는자, 리더(Reader)-읽는자, The True Reader, Leader Reader, Lector, Reader〜活字中毒者が大魔導士の後継ぎになった〜, The Best Reader",manga,"Bookworm - Soo-Hyuk. Reading fun number one, always looking for a new way to read books. Even joined new game <Pangea> so no one could disturb him from reading books. The moment Soo-Hyuk finished reading his first book and closed it, he received notification: Wisdom +1 level ….  


---","Long Strip, Comedy, Adventure, Video Games, Magic, Fantasy, Web Comic, Adaptation, Full Color",Kang Cheol-Mil (강철민),Jang Hanul (정한울),7.542,https://mangadex.org/covers/44bb6cb5-7c19-4fc0-8e83-b895c41b12a5/a3ecd3f5-86ef-44cc-ad51-67aad1ce7ad0.jpg,2019
Mane Mane Nichi Nichi,マネマネ にちにち,manga,"In a certain school lies a certain club and its three managers. Though unremarkable, days that can't be found anywhere else have begun! Drawn by Yamamoto Souichiro is a brand new Sports ground youth story!","Comedy, Sports, School Life, Slice of Life",Yamamoto Souichirou,Yamamoto Souichirou,8.9167,https://mangadex.org/covers/ec0c3cbf-dc3d-4df2-b2c6-2af7ad41541e/a8ca665c-f019-4451-a97a-3c76b2258b5b.png,2024
Yowamushi Pedal,"Weakling Pedal, 弱虫ペダル, 飆速宅男, Трусливый велосипедист",manga,"Otaku Sakamichi Onoda has just entered high school and plans to join the anime club. In middle school, Onoda didn’t have any friends with whom he could talk about anime, games, Akihabara and other otaku things, and he is hoping he can make such friends in the anime club, but he finds out it's been disbanded. In order to reestablish the club he tries to find 4 other people who would like to join.  
  
Since he was a little boy, Onoda has ridden his mamachari–a bulky bicycle with a step-through frame mainly used for short rides, such as for casual fun or to pick up groceries–to go to Akihabara every week to check out or buy otaku things. Fellow freshman Shunsuke Imaizumi and bicyclist, while training, notices a boy (Onoda) riding his mamachari up a steep road.  
  
Freshman and road racing cyclist, Shokichi Naruko visits Akihabara to get some Gundam plastic models for his younger brothers and meets Onoda who catches his attention because of the his cycling skill on the mamachari and later find out they go to the same school. Later on, both Naruko and Imaizumi try to convince him to join the bicycle racing club, but will he?


---
Official Release:
- Indonesian release by m&c! Comics as **Yowamushi Pedal, Go!**

---
- **Won the Kodansha Manga Award for Shonen in 2015, which it shared with The Seven Deadly Sins**","Award Winning, Psychological, Comedy, Sports, Drama, School Life, Delinquents, Slice of Life",Watanabe Wataru,Watanabe Wataru,8.5326,https://mangadex.org/covers/003e7fbf-f047-4783-a7df-1533a2a653d4/b333e394-8997-4a6e-8315-a02b518af646.jpg,2008
A Story About a Perfect Girl Breaking Down,"A Story About a Perfect Girl Gradually Breaking Down, 完璧な女の子がぶっ壊れる話",manga,"Minamino Himeka is the physical embodiment of the word *perfect* and she got her eyes set on Natsume-kun who doesn't really have any interest in her. Just how will Himeka make Natsume-kun look her way?  
  
*Sidenote: It feels like Teruhashi the manga without Saiki, offu~* (Hey, you're in the wrong manga)","Romance, Comedy, School Life, Web Comic",itona,itona,7.7863,https://mangadex.org/covers/a37ce6c8-3758-4c2c-9a3d-08f2be623cd0/55544064-c9a5-4225-ae8d-bde2c1570aae.png,-
